Match_addr,X,Y,School_Nam,ESD,SD,County,School_Typ,School_T_1,ODE_Instit,Address,City_1,State,Site_Zipco,Site_Zip_1,Mail_Addre,Mail_City,Mail_State,Mail_Zipco,Mail_Zip_1,Phone_1,Phone_Fax,Email,Website,Participation2017,Participation2018,2017 Provider,Provider2018,2017 Grade,Grade 2018,2017 Students,Sudents 2018,2017 Days,Days 2018,Nights 2017,Nights 2018,2017 Actual Funds Per Student,2018 Actual Funds Per Student,2017 Total Funds,2018 Total Funds,Senate Districts,House Districts
"11055 SW Wilsonville Rd, Wilsonville, Oregon, 97070",-122.792793,45.30148702,Wood Middle School,Clackamas,West Linn-Wilsonville SD 3J,Clackamas,Middle,Regular School,46,11055 SW Wilsonville Rd,Wilsonville,OR,97070,0,11055 SW Wilsonville Rd,Wilsonville,OR,97070,705,503-673-7500,503-682-9109,seversoj@wlww.k12.or.us,http://www.iwms.wlwv.k12.or.us,1,Yes,YMCA Camp Collins, ,6th,6th,174,156,4,4,3,3,136.58,319.07,23764.92,49774.92,State Senate District 13,State House District 26
"1525 Echo Hollow Rd, Eugene, Oregon, 97402",-123.1680825,44.07894998,Cascade Middle School,Lane,Bethel SD 52,Lane,Middle,Supplemental Virtual,581,1525 Echo Hollow Rd,Eugene,OR,97402,1398,1525 Echo Hollow Rd,Eugene,OR,97402,1398,541-689-0641,541-689-9622,natalie.oliver@bethel.k12.or.us,http://www.bethel.k12.or.us/cascade,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 7,State House District 14
"4646 Barger Dr, Eugene, Oregon, 97402",-123.175064,44.08454255,Clear Lake Elementary School,Lane,Bethel SD 52,Lane,Elementary,Supplemental Virtual,582,4646 Barger Dr,Eugene,OR,97402,1298,4646 Barger Ave,Eugene,OR,97402,1298,541-689-0511,541-689-5617,john.luhman@bethel.k12.or.us,http://www.bethel.k12.or.us/clearlake,0,Yes, , , ,5th,0,72,0,3,0,2,0,234.52,0,16885.44,State Senate District 7,State House District 14
"1265 Candlelight Dr, Eugene, Oregon, 97402",-123.1807167,44.07672438,Danebo Elementary School,Lane,Bethel SD 52,Lane,Elementary,Supplemental Virtual,583,1265 Candlelight Dr,Eugene,OR,97402,1499,1265 Candlelight Dr,Eugene,OR,97402,1499,541-688-8735,541-607-8186,mari.ford@bethel.k12.or.us,http://www.bethel.k12.or.us/danebo,1,Yes,Grove Christian Camp, ,5th,5th,58,39,3,3,2,2,188.86,186.99,10953.88,7292.61,State Senate District 7,State House District 14
"3455 Royal Ave, Eugene, Oregon, 97402",-123.1499625,44.07016122,Fairfield Elementary School,Lane,Bethel SD 52,Lane,Elementary,Supplemental Virtual,584,3455 Royal Ave,Eugene,OR,97402,1999,3455 Royal Ave,Eugene,OR,97402,1999,541-689-3751,541-689-9956,jenny.sink@bethel.k12.or.us,http://www.bethel.k12.or.us/fairfield,0,Yes, , , ,5th,0,65,0,3,0,2,0,174.87,0,11366.55,State Senate District 7,State House District 14
"700 Howard Ave, Eugene, Oregon, 97404",-123.13865,44.086819,Howard Elementary School,Lane,Eugene SD 4J,Lane,Elementary,Regular School,515,700 Howard Ave,Eugene,OR,97404,2798,700 Howard Ave,Eugene,OR,97404,2798,541-790-4900,541-790-4905,chinn@4j.lane.edu,http://howard.4j.lane.edu/,0,Yes, , , ,5th,0,92,0,2,0,0,0,138.19,0,12713.48,State Senate District 7,State House District 14
"3200 Hyacinth St, Eugene, Oregon, 97404",-123.1514375,44.11077598,Irving Elementary School,Lane,Bethel SD 52,Lane,Elementary,Supplemental Virtual,585,3200 Hyacinth St,Eugene,OR,97404,1527,3200 Hyacinth St,Eugene,OR,97404,1527,541-688-2620,541-607-9706,nathan.bridgens@bethel.k12.or.us,http://www.bethel.k12.or.us/irving,0,Yes, , , ,5th,0,51,0,3,0,2,0,170.28,0,8684.28,State Senate District 7,State House District 14
"850 Howard Ave, Eugene, Oregon, 97404",-123.143254,44.08801539,Kelly Middle School,Lane,Eugene SD 4J,Lane,Middle,Supplemental Virtual,518,850 Howard Ave,Eugene,OR,97404,2799,850 Howard Ave,Eugene,OR,97404,2799,541-790-4740,541-790-4746,flinn@4j.lane.edu,http://www.kelly.4j.lane.edu/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 7,State House District 14
"2200 Bailey Hill Rd, Eugene, Oregon, 97405",-123.1546626,44.03482148,Kennedy Middle School,Lane,Eugene SD 4J,Lane,Middle,Supplemental Virtual,519,2200 Bailey Hill Rd,Eugene,OR,97405,1098,2200 Bailey Hill Rd,Eugene,OR,97405,1098,541-790-5500,541-790-5505,smith_ch@4j.lane.edu,http://kennedyms.com/index.shtml,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 7,State House District 14
"1401 Laurel St, Junction City, Oregon, 97448",-123.2082694,44.2259189,Laurel Elementary School,Lane,Junction City SD 69,Lane,Elementary,Regular School,595,1401 Laurel St,Junction City,OR,97448,1299,1401 Laurel St,Junction City,OR,97448,1299,541-998-2386,541-998-8422,nrizkallah@junctioncity.k12.or.us,http://www.junctioncity.k12.or.us/Laurel/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 7,State House District 14
"1380 Taney St, Eugene, Oregon, 97402",-123.1605803,44.07678309,Malabon Elementary School,Lane,Bethel SD 52,Lane,Elementary,Supplemental Virtual,586,1380 Taney St,Eugene,OR,97402,1599,1380 Taney St,Eugene,OR,97402,1599,541-461-6421,541-607-9708,maureen.spence@bethel.k12.or.us,http://www.bethel.k12.or.us/malabon,0,Yes, , , ,5th,0,75,0,3,0,2,0,184.49,0,13836.75,State Senate District 7,State House District 14
"1968 Brittany St, Eugene, Oregon, 97405",-123.1433991,44.03805442,McCornack Elementary School,Lane,Eugene SD 4J,Lane,Elementary,Regular School,522,1968 Brittany St,Eugene,OR,97405,1399,1968 Brittany Dr,Eugene,OR,97405,1399,541-790-5800,541-790-5805,rochholz@4j.lane.edu,http://www.mccornack.4j.lane.edu/,1,Yes,Camp Lutherwood, ,5th,5th,63,61,3,3,0,0,132.74,173.23,8362.62,10567.03,State Senate District 7,State House District 14
"1855 Legacy St, Eugene, Oregon, 97402",-123.2033225,44.08258999,Meadow View School,Lane,Bethel SD 52,Lane,Elementary,Supplemental Virtual,2264,1855 Legacy St,Eugene,OR,97402,7513,1855 Legacy St,Eugene,OR,97402,7513,541-607-9700,541-607-9702,erika.case@bethel.k12.or.us,http://www.bethel.k12.or.us/meadowview,1,Yes,Grove Christian Camp, ,5th,5th,79,84,3,3,2,2,187.44,208.18,14807.76,17487.12,State Senate District 7,State House District 14
"1515 Rose St, Junction City, Oregon, 97448",-123.2139875,44.22649972,Oaklea Middle School,Lane,Junction City SD 69,Lane,Middle,Regular School,596,1515 Rose St,Junction City,OR,97448,1287,1515 Rose St,Junction City,OR,97448,1287,541-998-3381,541-998-3383,byoung@junctoncity.k12.or.us,http://www.jcoms.org,0,Yes, , , ,6th,0,133,0,3,0,0,0,86.51,0,11505.83,State Senate District 7,State House District 14
"5305 Royal Ave, Eugene, Oregon, 97402",-123.1898809,44.0701577,Prairie Mountain School,Lane,Bethel SD 52,Lane,Elementary,Supplemental Virtual,3567,5305 Royal Ave,Eugene,OR,97402,9313,5305 Royal Ave,Eugene,OR,97402,9313,541-607-9849,541-607-9856,carey.killen@bethel.k12.or.us,http://www.bethel.k12.or.us/prairiemountain,0,Yes, , , ,5th,0,75,0,3,0,2,0,200.18,0,15013.5,State Senate District 7,State House District 14
"4656 Barger Dr, Eugene, Oregon, 97402",-123.177077,44.08455249,Shasta Middle School,Lane,Bethel SD 52,Lane,Middle,Supplemental Virtual,587,4656 Barger Dr,Eugene,OR,97402,1299,4656 Barger Ave,Eugene,OR,97402,1299,541-688-9611,541-689-9382,brady.cottle@bethel.k12.or.us,http://www.bethel.k12.or.us/shasta,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 7,State House District 14
"560 Irvington Dr, Eugene, Oregon, 97404",-123.144247,44.11568254,Spring Creek Elementary School,Lane,Eugene SD 4J,Lane,Elementary,Regular School,529,560 Irvington Dr,Eugene,OR,97404,1099,560 Irvington Dr,Eugene,OR,97404,1099,541-790-4870,541-790-4807,penrod_s@4j.lane.edu,http://schools.4j.lane.edu/springcreek/,0,Yes, , , ,5th,0,53,0,3,0,2,0,171.7,0,9100.1,State Senate District 7,State House District 14
"195 N 6th St, Cottage Grove, Oregon, 97424",-123.0619274,43.79862301,Academy for Character Education,Lane,South Lane SD 45J3,Lane,Combined,Charter,4555,195 N 6th Street,Cottage Grove,OR,97424,0,PO Box 1652,Cottage Grove,OR,97424,0,541-942-9707,541-942-7884,busmgr@aceclassicaled.org,http://www.ACEClassicalEd.org,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 4,State House District 7
"721 S R St, Cottage Grove, Oregon, 97424",-123.0756963,43.79337204,Bohemia Elementary School,Lane,South Lane SD 45J3,Lane,Elementary,Regular School,573,721 S  R  St,Cottage Grove,OR,97424,1830,721 S  R  St,Cottage Grove,OR,97424,1830,541-942-3313,541-767-5958,heather.bridgens@slane.k12.or.us,http://blogs.slane.k12.or.us/bohemia/,1,Yes,Grove Camp, ,5th,5th,105,90,4,3,0,2,154.57,193.12,16229.85,17380.8,State Senate District 4,State House District 7
"60 S Pioneer St, Lowell, Oregon, 97452",-122.7804783,43.91722703,Bridge Charter Academy,Lane,Lowell SD 71,Lane,Combined,Regular School,5349,60 S Pioneer St,Lowell,OR,97452,0,60 S Pioneer St,Lowell,OR,97452,0,541-937-2124,<Null>,kday@lowell.k12.or.us,http://www.lowell.k12.or.us/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 4,State House District 7
"37895 Row River Rd, Dorena, Oregon, 97434",-122.8445632,43.69842356,Childs Way Charter School,Lane,South Lane SD 45J3,Lane,Combined,Charter,4395,37895 Row River Rd,Dorena,OR,97434,0,37895 Row River Rd,Dorena,OR,97434,0,541-946-1821,541-946-2007,mike.kerns@slane.k12.or.us,http://childswaycharterschool.net/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 4,State House District 7
"37141 Row River Rd, Dorena, Oregon, 97434",-122.8798557,43.7377626,Dorena School,Lane,South Lane SD 45J3,Lane,Elementary,Regular School,574,37141 Row River Rd,Dorena,OR,97434,9801,37141 Row River Rd,Dorena,OR,97434,9801,541-946-1506,541-767-3516,kim.scrima@slane.k12.or.us,http://blogs.slane.k12.or.us/dorena/,1,Yes,Grove Camp, ,5th,5th,10,10,3,6,2,5,351.53,349.84,3515.3,3498.4,State Senate District 4,State House District 7
"323 E Third Ave, Sutherlin, Oregon, 97479",-123.3097451,43.39315725,East Sutherlin Primary School,Douglas,Sutherlin SD 130,Douglas,Elementary,Regular School,318,323 E Third Ave,Sutherlin,OR,97479,9528,323 E Third Ave,Sutherlin,OR,97479,9528,541-459-2912,541-459-0898,debbie.foley@sutherlin.k12.or.us,http://www.sutherlin.k12.or.us/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 4,State House District 7
"15656 OR-38, Elkton, Oregon, 97436",-123.5788222,43.64220396,Elkton Charter School,Douglas,Elkton SD 34,Douglas,Combined,Charter,302,15656 OR-38,Elkton,OR,97436,0,PO Box 390,Elkton,OR,97436,0,541-584-2228,541-584-2113,mike.hughes@elkton.k12.or.us,http://www.elkton.k12.or.us,1,Yes,Camp Hancock, ,6th,6th,19,0,4,0,3,0,283.97,194.06,5395.43,0,State Senate District 4,State House District 7
"1477 Glide Loop Dr, Glide, Oregon, 97443",-123.0871794,43.30815251,Glide Elementary School,Douglas,Glide SD 12,Douglas,Elementary,Supplemental Virtual,282,1477 Glide Loop Dr,Glide,OR,97443,9758,1477 Glide Loop Dr,Glide,OR,97443,9758,541-496-3524,541-496-4301,jerry.halter@glide.k12.or.us,http://www.glide.k12.or.us,1,Yes,Camp Gray,OMSI,6th,6th,55,52,3,3,2,2,211.18,225.38,11614.9,11719.76,State Senate District 4,State House District 7
"301 Glide Loop Dr, Glide, Oregon, 97443",-123.1011823,43.30003129,Glide Middle School,Douglas,Glide SD 12,Douglas,Middle,Supplemental Virtual,284,301 Glide Loop Dr,Glide,OR,97443,9744,301 Glide Loop Dr,Glide,OR,97443,9744,541-496-3516,541-496-4302,joanne.callaway@glide.k12.or.us,http://www.glide.k12.or.us,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 4,State House District 7
"1000 S 10th St, Cottage Grove, Oregon, 97424",-123.0580675,43.79048402,Harrison Elementary School,Lane,South Lane SD 45J3,Lane,Elementary,Regular School,576,1000 S 10th,Cottage Grove,OR,97424,2599,1000 S 10th,Cottage Grove,OR,97424,2599,541-942-3389,541-942-1316,ali.nice@slane.k12.or.us,http://blogs.slane.k12.or.us/harrison/,1,Yes,Camp Tadmoor, ,5th,5th,80,82,4,4,3,3,243.1,264,19448,21648,State Senate District 4,State House District 7
"32112 Latham Rd, Cottage Grove, Oregon, 97424",-123.0711062,43.76447841,Latham Elementary School,Lane,South Lane SD 45J3,Lane,Elementary,Regular School,577,32112 Latham Rd,Cottage Grove,OR,97424,9399,32112 Latham Rd,Cottage Grove,OR,97424,9399,541-942-0147,541-767-2180,anne.fisk@slane.k12.or.us,http://blogs.slane.k12.or.us/latham/,1,Yes,Grove Camp, ,5th,5th,14,19,3,3,2,2,137.71,394.84,1927.94,7501.96,State Senate District 4,State House District 7
"931 Old Town Loop Rd, Oakland, Oregon, 97462",-123.2978408,43.43046409,Lincoln Middle School,Douglas,Oakland SD 1,Douglas,Middle,Regular School,266,931 Old Town Lp,Oakland,OR,97462,0,PO Box 420,Oakland,OR,97462,420,541-459-3407,541-549-9167,diana.sweeden@oakland.k12.or.us,http://www.oakland.k12.or.us/pages/Oakland_School_District,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 4,State House District 7
"1565 S 4th St, Cottage Grove, Oregon, 97424",-123.0644275,43.783945,Lincoln Middle School,Lane,South Lane SD 45J3,Lane,Middle,Regular School,579,1565 S 4th St,Cottage Grove,OR,97424,2999,1565 S 4th St,Cottage Grove,OR,97424,2999,541-942-3316,541-942-9801,jeremy.smith@slane.k12.or.us,http://blogs.slane.k12.or.us/lincoln/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 4,State House District 7
"73288 London Rd, Cottage Grove, Oregon, 97424",-123.0827372,43.64891971,London School,Lane,South Lane SD 45J3,Lane,Elementary,Regular School,578,73288 London Rd,Cottage Grove,OR,97424,9299,73288 London Rd,Cottage Grove,OR,97424,9299,541-942-0183,541-942-8849,bill.bechen@slane.k12.or.us,http://blogs.slane.k12.or.us/london/,1,Yes,Grove Camp, ,5th,5th,13,8,3,3,2,2,113.63,349.84,1477.19,2798.72,State Senate District 4,State House District 7
"45 S Moss St, Lowell, Oregon, 97452",-122.7832453,43.91773287,Lundy Elementary School (Lowell),Lane,Lowell SD 71,Lane,Elementary,Regular School,598,45 S Moss St,Lowell,OR,97452,0,65 S Pioneer St,Lowell,OR,97452,9721,541-937-2105,541-937-8709,kgraham@lowell.k12.or.us,http://www.edline.net/pages/lowellsd,0,Yes, , , ,6th,0,24,0,3,0,2,0,42.3,0,1015.2,State Senate District 4,State House District 7
"51187 Blue River Dr, Vida, Oregon, 97488",-122.363666,44.152327,McKenzie Elementary School,Lane,McKenzie SD 68,Lane,Elementary,Supplemental Virtual,593,51187 Blue River Dr,Finn Rock,OR,97488,9602,51187 Blue River Dr,Finn Rock,OR,97488,9602,541-822-3315,541-822-8014,ltompkins@mckenzie.k12.or.us,http://www.mckenzie.k12.or.us,1,Yes,Camp Whitebranch, ,5th and 6th,5th and 6th,35,12,3,3,2,2,135.66,364.54,4748.1,4374.48,State Senate District 4,State House District 7
"45 S Moss St, Lowell, Oregon, 97452",-122.7832453,43.91773287,Mountain View Academy,Lane,Lowell SD 71,Lane,Elementary,Charter,5252,45 S Moss St,Lowell,OR,97452,0,PO Box 485,Lowell,OR,97452,0,541-285-0043,<Null>,laurie.k.cardwell@gmail.com,http://www.mtviewacademy.org,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 4,State House District 7
"100 N School St, Drain, Oregon, 97435",-123.3107177,43.66194401,North Douglas Elementary School,Douglas,North Douglas SD 22,Douglas,Elementary,Supplemental Virtual,296,100 N School St,Drain,OR,97435,0,PO Box 338,Drain,OR,97435,338,541-836-2213,541-836-7034,jody.cyr@northdouglas.k12.or.us,http://www.northdouglas.k12.or.us,0,Yes, , , ,5th,0,30,0,3,0,2,0,397.81,0,11934.3,State Senate District 4,State House District 7
"499 NE Spruce St, Oakland, Oregon, 97462",-123.2985554,43.42689281,Oakland Elementary School,Douglas,Oakland SD 1,Douglas,Elementary,Regular School,267,499 NE Spruce St,Oakland,OR,97462,0,PO Box 90,Oakland,OR,97462,90,541-459-2271,541-459-8998,Nanette.Hagen@Oakland.k12.or.us,http://www.oakland.k12.or.us/pages/Oakland_School_District,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 4,State House District 7
"48119 E 1st St, Oakridge, Oregon, 97463",-122.4650986,43.7479956,Oakridge Elementary School,Lane,Oakridge SD 76,Lane,Elementary,Regular School,600,48119 E 1st St,Oakridge,OR,97463,9796,48119 E 1st St,Oakridge,OR,97463,9796,541-782-3226,541-782-3122,todonnell@oakridge.k12.or.us,http://www.oakridge.k12.or.us,1,Yes,ODFW Willamette Fish Hatchery, ,6th,6th,74,38,3,3,2,2,67.74,44.75,5012.76,1700.5,State Senate District 4,State House District 7
"76486 Rose St, Oakridge, Oregon, 97463",-122.46796,43.74863799,Oakridge Junior High School,Lane,Oakridge SD 76,Lane,Junior High,Regular School,601,76486 Rose St,Oakridge,OR,97463,0,76486 Rose St,Oakridge,OR,97463,0,541-782-2731,541-782-4647,tskordahl@oakridge.k12.or.us,http://www.oakridge.k12.or.us,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 4,State House District 7
"36386 Highway 58, Pleasant Hill, Oregon, 97455",-122.915042,43.95892599,Pleasant Hill Elementary School,Lane,Pleasant Hill SD 1,Lane,Elementary,Regular School,500,36386 Hwy 58,Pleasant Hill,OR,97455,9614,36386 Hwy 58,Pleasant Hill,OR,97455,9614,541-736-0400,541-736-0446,dstoneberg@pleasanthill.k12.or.us,http://www.pleasanthill.k12.or.us,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 4,State House District 7
"36386 Highway 58, Pleasant Hill, Oregon, 97455",-122.915042,43.95892599,Pleasant Hill High School,Lane,Pleasant Hill SD 1,Lane,Combined,Regular School,502,36386 Hwy 58,Pleasant Hill,OR,97455,9614,36386 Hwy 58,Pleasant Hill,OR,97455,9614,541-747-4541,541-744-3351,rfisher@pleasanthill.k12.or.us,http://www.pleasanthill.k12.or.us,1,Yes,Grove Christian Camp, ,6th,6th,83,88,4,4,3,3,202.46,202.12,16804.18,17786.56,State Senate District 4,State House District 7
"649 E Fourth Ave, Sutherlin, Oregon, 97479",-123.3052176,43.3950169,Sutherlin Middle School,Douglas,Sutherlin SD 130,Douglas,Middle,Regular School,319,649 E Fourth St,Sutherlin,OR,97479,9544,649 E Fourth St,Sutherlin,OR,97479,9544,541-459-2668,541-459-2047,terri.prestianni@sutherlin.k12.or.us,http://www.sutherlin.k12.or.us/sms,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 4,State House District 7
"531 E Central Ave, Sutherlin, Oregon, 97479",-123.3054047,43.39148728,Sutherlin Valley Online Academy,Douglas,Sutherlin SD 130,Douglas,Combined,Full Virtual,0,531 E Central Ave,Sutherlin,OR,97479,0,531 E Central Ave,Sutherlin,OR,97479,0,541-459-2228,541-459-2484,steve.perkins@sutherlin.k12.or.us,http://www.sutherlin.k12.or.us,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 4,State House District 7
"531 N Comstock Rd, Sutherlin, Oregon, 97479",-123.3314277,43.39179175,West Sutherlin Intermediate,Douglas,Sutherlin SD 130,Douglas,Elementary,Regular School,320,531 N Comstock Rd,Sutherlin,OR,97479,9037,531 N Comstock Rd,Sutherlin,OR,97479,9037,541-459-3688,541-459-5675,robert.freeman@sutherlin.k12.or.us,http://sutherlin.k12.or.us/west,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 4,State House District 7
"217 Pioneer Way, Winchester, Oregon, 97495",-123.3512443,43.28340494,Winchester Elementary,Douglas,Douglas County SD 4,Douglas,Elementary,Regular School,277,217 Pioneer Way,Winchester,OR,97495,0,217 Pioneer Way,Winchester,OR,97495,778,541-440-4184,541-440-4187,mlocke@roseburg.k12.or.us,http://www.roseburg.k12.or.us/winchester,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 4,State House District 7
"401 1st St, Yoncalla, Oregon, 97499",-123.2864412,43.60064753,Yoncalla Elementary School,Douglas,Yoncalla SD 32,Douglas,Elementary,Regular School,299,401 1st St,Yoncalla,OR,97499,0,PO Box 568,Yoncalla,OR,97499,568,541-849-2158,541-849-3162,jan.zarate@yoncalla.k12.or.us,http://www.yoncalla.k12.or.us,0,Yes, ,OMSI, ,5th and 6th,0,16,0,3,0,2,0,613,0,9808,State Senate District 4,State House District 7
"8740 SE Sunnybrook Blvd, Clackamas, Oregon, 97015",-122.5729441,45.42977917,Clackamas Web Academy,Clackamas,North Clackamas SD 12,Clackamas,Combined,Charter,4223,8740 SE Sunnybrook Blvd,Clackamas,OR,97015,0,8740 SE Sunnybrook Blvd,Clackamas,OR,97015,0,503-659-4664,<Null>,linnb@nclack.k12.or.us,http://www.clackamaswebacademy.org,0,Yes, , , ,6th,0,13,0,4,0,5,0,273.5,0,3555.5,State Senate District 24,State House District 48
"12839 SE Holgate Blvd, Portland, Oregon, 97236",-122.531635,45.49066599,Gilbert Heights Elementary School,Multnomah,David Douglas SD 40,Multnomah,Elementary,Regular School,973,12839 SE Holgate Blvd,Portland,OR,97236,3909,12839 SE Holgate Blvd,Portland,OR,97236,3909,503-256-6502,503-261-8454,shane_bassett@ddouglas.k12.or.us,http://gh.ddouglas.k12.or.us/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 24,State House District 48
"9030 SE Cooper St, Portland, Oregon, 97266",-122.5708053,45.47335627,Kelly Elementary School,Multnomah,Portland SD 1J,Multnomah,Elementary,Regular School,864,9030 SE Cooper St,Portland,OR,97266,5541,9030 SE Cooper St,Portland,OR,97266,5541,503-916-6350,503-916-2644,awhitney@pps.net,http://www.pps.k12.or.us/schools/kelly,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 24,State House District 48
"7200 SE 60th Ave, Portland, Oregon, 97206",-122.6021619,45.4712978,Lane Middle School,Multnomah,Portland SD 1J,Multnomah,Middle,Regular School,1243,7200 SE 60th Ave,Portland,OR,97206,7599,7200 SE 60th Ave,Portland,OR,97206,7599,503-916-6355,503-916-2648,bfox@pps.net,http://www.pps.k12.or.us/schools/lane,1,Yes,"Angelos/SR, Arrah Wanna, Canby Grove, Howard, Namanu", ,6th,6th,113,111,6,6,5,5,416.04,556.28,47012.52,61747.08,State Senate District 24,State House District 48
